N°	Client	Type	ERP	Effectif	Avocats_Associes	Avocats_Collaborateurs	Secretaires	Assistants_Juridiques	Juristes	Informatique	RH	Communication	Documentation	Comptabilite	Departement
12974	MOREAU CIVIL VERDUN	Prospect	AvocatOnline	20	4	3	4	7	1	0	0	0	0	1	21
12975	MOREL Daniel	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	13
12976	DUVAL, PIERRE, GUERIN ET ASSOCIES	Prospect	Kami	1	1	0	0	0	0	0	0	0	0	0	86
12977	MICHEL, HENRY, DURAND & ASSOCIES	Prospect	AvocatOnline	6	2	1	2	1	0	0	0	0	0	0	92
12978	RENAUD	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	57
12979	PAYET JURIDIQUE (13004)	Client	AIR	9	3	2	3	1	0	0	0	0	0	0	75
12980	BARBIER	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	89
12981	MARTINEZ	Prospect	AvocatOnline	15	3	3	5	3	1	0	0	0	0	0	75
12982	GIRARD , NICOLAS	Client	NEO	13	3	3	5	2	0	0	0	0	0	0	83
12983	MEYER , GUILLOT	Prospect	Clématis	14	3	3	4	2	1	1	0	0	0	0	75
12984	GAUTIER , CARON	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	44
12985	HENRY Jacques	Prospect	AvocatOnline	5	2	2	1	0	0	0	0	0	0	0	38
12986	RENAUD	Prospect	Jarvis	8	2	2	3	1	0	0	0	0	0	0	32
12987	MASSON Pascal	Client	AIR	9	2	2	4	1	0	0	0	0	0	0	12
12988	CABINET DUBOIS JOLY	Client	NEO	8	2	2	3	1	0	0	0	0	0	0	83
12989	SIMON EXPERTISE	Prospect	AvocatOnline	10	3	2	3	1	0	1	0	0	0	0	93
12990	SCHMITT	Prospect	Clématis	25	5	4	9	4	1	0	0	1	0	1	44
12991	ALEXANDRE	Client	AIR	18	3	3	4	7	1	0	0	0	0	0	84
12992	ANDRE Nathalie	Client	NEO	19	3	3	9	3	1	0	0	0	0	0	75
12993	SELARL ROUSSEL RICHARD	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	84
12994	SIMON JURISTES (13011)	Client	NEO	25	5	4	9	5	0	1	0	0	0	1	44
12995	JOLY Christian	Client	ADAPPS	7	2	2	2	0	0	0	0	0	1	0	75
12996	ROUX	Prospect	AvocatOnline	9	2	2	2	1	0	1	1	0	0	0	75
12997	GUERIN ET SCHMITT	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	34
12998	JOLY , LEGRAND	Prospect	AvocatOnline	4	2	0	0	0	2	0	0	0	0	0	59
12999	THOMAS , ADAM	Client	AIR	8	2	2	3	1	0	0	0	0	0	0	06
13000	CABINET MEUNIER SIMON	Client	AIR	23	4	4	8	4	1	1	0	0	0	1	04
13001	FRANCOIS & MULLER	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
13002	DUBOIS CABINET	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	44
13003	MARIE ET LAMBERT	Client	NEO	5	2	1	0	0	2	0	0	0	0	0	33
13004	MARTINEZ & GIRAUD	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13005	PETIT SOCIAL NICE	Client	NEO	16	3	3	6	3	1	0	0	0	0	0	63
13006	SELARL DUMAS LEGRAND ALEXANDRE LEBRUN	Prospect	Jarvis	5	2	0	1	0	2	0	0	0	0	0	13
13007	ANDRE, BRUNET, PAUL & ASSOCIES	Client	NEO	22	4	4	9	4	1	0	0	0	0	0	31
13008	HENRY	Client	AIR	11	3	2	4	1	1	0	0	0	0	0	75
13009	ALEXANDRE Michel	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	75
13010	RENARD ET DUVAL	Client	ADAPPS	6	2	1	2	1	0	0	0	0	0	0	54
13011	RENAUD Stéphane	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	33
13012	GARNIER & CLEMENT	Prospect	AvocatOnline	5	2	1	0	0	2	0	0	0	0	0	75
13013	COLIN, BONNET, NOEL & ASSOCIES	Client	AIR	8	2	2	3	1	0	0	0	0	0	0	75
13014	LAURENT - GIRAUD	Client	ADAPPS	14	3	3	5	2	1	0	0	0	0	0	92
13015	DAVID	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	26
13016	CHEVALIER LAW FIRM	Prospect	AvocatOnline	6	2	1	1	2	0	0	0	0	0	0	75
13017	BERTRAND & JEAN	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	92
13018	DAVID - COLIN	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	60
13019	PEREZ	Prospect	AvocatOnline	20	4	4	7	3	1	0	0	1	0	0	83
13020	BOYER	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	66
13021	JOLY CIVIL EPINAL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	06
13022	PAYET, DUMONT, MULLER & ASSOCIES	Client	NEO	33	5	5	14	7	1	0	0	0	0	1	13
13023	DAVID, LAURENT, MORIN PARTNERS	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
13024	THOMAS EXPERTISE	Prospect	AvocatOnline	24	5	4	6	5	1	0	1	1	1	0	43
13025	ROCHE AFFAIRES	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	59
13026	DENIS AFFAIRES CHATEAUROUX	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	35
13028	JOLY & ASSOCIES	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	93
13029	LECLERC & GARNIER	Client	NEO	26	5	4	11	5	1	0	0	0	0	0	69
13030	SELARL MAURY ROBIN	Client	AIR	15	4	3	5	2	0	0	1	0	0	0	67
13031	BLANCHARD - RENARD	Client	NEO	20	4	3	9	3	1	0	0	0	0	0	75
13032	MEYER Céline	Client	AIR	4	2	0	0	2	0	0	0	0	0	0	31
13033	SIMON AVOCATS	Client	ADAPPS	16	3	3	5	3	1	0	0	0	1	0	85
13034	SANCHEZ & MARTIN	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	75
13035	FONTAINE AVOCATS (13002)	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	93
13036	LEFEBVRE, COLIN, CASTEL & ASSOCIES	Prospect	Kléos	9	3	2	2	1	0	0	1	0	0	0	69
13037	SCP MORIN ADAM JOLY DURAND	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
13038	CHARLES	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	69
13039	HENRY DROIT (13004)	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	75
13040	SCP JACQUES BERNARD MULLER BARBIER	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	82
13041	MICHEL	Prospect	AvocatOnline	10	3	2	3	1	0	0	1	0	0	0	33
13042	MARCHAND	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	93
13043	ADAM FAMILLE (13004)	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	95
13044	CHEVALIER	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	92
13045	ANDRE	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	75
13046	JEAN	Client	AIR	24	4	4	10	5	1	0	0	0	0	0	75
13047	SELARL FAURE LUCAS	Prospect	Clématis	12	3	2	4	2	0	0	1	0	0	0	75
13048	DAVID CONSEIL (13004)	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	59
13049	DUMONT	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
13050	CABINET GUERIN BENOIT DUMONT	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	92
13051	SELARL MULLER JACQUES BERNARD PAUL	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	75
13052	LEFEVRE LEGAL	Prospect	Kléos	5	2	2	1	0	0	0	0	0	0	0	75
13053	SCP ROUSSEL ANDRE LEBRUN	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	92
13054	PAUL AVOCATS	Client	NEO	19	4	4	6	3	1	0	1	0	0	0	10
13055	LOPEZ	Client	NEO	18	4	3	6	3	1	0	0	1	0	0	75
13056	BENOIT	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	75
13057	SELARL JOLY JOLY GAUTHIER JEAN	Prospect	PolyOffice	18	4	3	5	3	1	1	1	0	0	0	93
13058	SCP NICOLAS FAURE FONTAINE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	69
13059	PERRIN PARTNERS	Client	AIR	23	4	4	10	4	1	0	0	0	0	0	37
13060	SCP GARNIER GIRAUD CARON ANDRE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
13061	SCHMITT JURISTES PROVINS	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
13062	MEUNIER Sylvie	Client	AIR	14	3	2	5	2	1	0	0	1	0	0	34
13063	JACQUES, THOMAS, PIERRE ET ASSOCIES	Prospect	PolyOffice	7	2	2	1	0	0	1	1	0	0	0	93
13064	LEBRUN, GARCIA, PIERRE PARTNERS	Client	NEO	5	2	1	2	0	0	0	0	0	0	0	75
13065	FAURE Dominique	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	75
13066	PHILIPPE EXPERTISE (13008)	Client	NEO	30	6	5	12	5	1	0	0	0	1	0	14
13067	MORIN - MARTINEZ	Prospect	Kléos	2	1	1	0	0	0	0	0	0	0	0	75
13068	FABRE SOCIAL (13010)	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	92
13069	BRUNET CABINET	Client	NEO	17	4	3	6	2	1	0	0	0	1	0	95
13070	GARNIER SELARL	Client	NEO	10	3	2	3	1	0	1	0	0	0	0	75
13071	BOYER, PHILIPPE, MEYER ET ASSOCIES	Client	AIR	9	3	2	1	1	0	0	0	2	0	0	93
13072	MULLER	Client	NEO	7	2	2	0	1	0	0	0	2	0	0	75
13073	ADAM EXPERTISE	Client	NEO	13	3	2	3	4	1	0	0	0	0	0	69
13074	SELARL NICOLAS PAYET GAUTHIER	Prospect	Clématis	3	2	1	0	0	0	0	0	0	0	0	93
13075	DUPONT	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	92
13076	GARNIER, JOLY, ROBIN & ASSOCIES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	94
13077	LEGRAND IMMOBILIER METZ	Prospect	Kami	7	2	2	1	0	0	2	0	0	0	0	58
13078	SELARL MOREL MATHIEU SANCHEZ LEFEVRE	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13079	SCP ROUSSEAU RENARD ROUSSEL BENOIT	Prospect	Clématis	9	2	2	2	1	0	0	1	0	1	0	75
13080	CABINET LUCAS DURAND BOYER JACQUES	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	75
13081	LAURENT LEGAL NICE	Prospect	AvocatOnline	193	32	31	34	50	22	8	4	3	3	6	75
13082	MASSON Philippe	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	01
13083	SELARL DUMAS MARTINEZ	Prospect	Kléos	11	3	2	4	2	0	0	0	0	0	0	67
13084	COLIN, LAMBERT, LEROY & ASSOCIES	Prospect	PolyOffice	6	2	1	1	0	0	2	0	0	0	0	67
13085	NICOLAS & THOMAS	Prospect	Kléos	17	4	3	6	2	1	0	0	0	1	0	75
13086	LEFEBVRE	Prospect	AvocatOnline	5	2	2	1	0	0	0	0	0	0	0	31
13087	CABINET PHILIPPE RENAUD	Client	AIR	25	5	4	8	5	1	0	0	0	1	1	33
13088	DAVID COMMERCIAL (13004)	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	01
13089	BONNET David	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	31
13090	ANDRE	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	95
13091	CHEVALIER FISCAL (13016)	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	75
13092	DUBOIS ET FABRE	Client	NEO	12	3	3	3	1	0	0	1	0	1	0	92
13093	MOREL	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
13094	ROCHE, JEAN, FOURNIER ET ASSOCIES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	93
13095	BONNET SELARL	Prospect	AvocatOnline	21	4	4	7	3	1	0	1	0	0	1	13
13096	RENAUD ET PHILIPPE	Client	NEO	4	2	2	0	0	0	0	0	0	0	0	59
13097	BENOIT, LEGRAND, THOMAS & ASSOCIES	Client	NEO	20	4	4	6	4	1	1	0	0	0	0	69
13098	JOLY , LEROY	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
13099	DUMONT	Prospect	AvocatOnline	4	2	0	2	0	0	0	0	0	0	0	31
13100	MARTINEZ	Client	NEO	14	3	3	4	2	0	0	1	1	0	0	75
13101	GUILLOT - DUMAS	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	69
13102	CABINET NICOLAS BERNARD	Prospect	PolyOffice	23	4	4	8	4	1	0	1	1	0	0	38
13103	SELARL LECOMTE ANDRE LEFEBVRE LEGRAND	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
13104	MEYER Sylvie	Client	AIR	20	5	4	6	3	0	0	0	1	1	0	75
13105	SELARL SCHMITT ROUSSEL	Prospect	AvocatOnline	17	4	4	6	2	0	1	0	0	0	0	92
13106	PERRIN, ADAM, RICHARD ET ASSOCIES	Prospect	AvocatOnline	10	3	2	3	1	0	0	1	0	0	0	59
13107	JOLY CONSEILS	Client	AIR	23	5	4	9	4	0	1	0	0	0	0	67
13108	MASSON PARTNERS	Client	ADAPPS	11	3	2	4	2	0	0	0	0	0	0	37
13109	RICHARD, MEUNIER, COLIN & ASSOCIES	Client	ADAPPS	9	2	2	4	1	0	0	0	0	0	0	75
13110	GIRAUD PARTNERS	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	92
13111	ROUSSEAU & CHARLES	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	08
13112	COLIN	Client	NEO	12	3	2	4	2	1	0	0	0	0	0	59
13113	DUBOIS SOCIAL (13002)	Prospect	AvocatOnline	32	5	5	13	6	1	0	0	1	0	1	57
13114	BLANCHARD	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	24
13115	SCP RENAUD FOURNIER PAYET	Client	NEO	4	2	2	0	0	0	0	0	0	0	0	75
13116	ANDRE, LECLERC, FRANCOIS & ASSOCIES	Client	AIR	22	5	4	8	3	1	1	0	0	0	0	93
13117	DUPONT ET ASSOCIES	Prospect	Kami	2	1	0	1	0	0	0	0	0	0	0	44
13118	FOURNIER - NOEL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	69
13119	CABINET MATHIEU BLANC CLEMENT	Prospect	AvocatOnline	26	5	4	12	4	1	0	0	0	0	0	13
13120	MEUNIER Sébastien	Prospect	Clématis	2	1	1	0	0	0	0	0	0	0	0	75
13121	CASTEL AFFAIRES LIMOGES	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	72
13122	LEFEVRE PARTNERS	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	84
13123	HENRY - LAMBERT	Prospect	AvocatOnline	24	4	4	5	9	1	0	0	0	0	1	31
13124	NOEL	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	75
13125	MARTINEZ	Prospect	PolyOffice	5	2	1	0	0	2	0	0	0	0	0	22
13126	GIRARD	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13127	LAURENT , ROUSSEL	Client	NEO	19	4	4	5	3	1	0	1	1	0	0	94
13128	ANDRE AFFAIRES (13001)	Client	NEO	10	3	2	2	3	0	0	0	0	0	0	59
13129	CABINET MAURY BOYER	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	75
13130	SCP VINCENT ANDRE MERCIER	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	19
13131	DUMAS	Prospect	AvocatOnline	20	4	4	7	3	1	0	1	0	0	0	92
13132	ROBIN, MEYER, LOUIS PARTNERS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	59
13133	PHILIPPE EXPERTISE BESANCON	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	69
13134	FONTAINE	Client	NEO	18	4	3	3	6	1	0	0	1	0	0	59
13135	DAVID PENAL (13005)	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	13
13136	RICHARD JURISTES (13006)	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
13137	PEREZ EXPERTISE CLERMONT	Client	NEO	14	3	2	3	5	1	0	0	0	0	0	75
13138	BRUN , DUMONT	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	47
13139	GAUTIER	Prospect	Jarvis	2	1	1	0	0	0	0	0	0	0	0	13
13140	SANCHEZ DROIT	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	60
13141	SCP MARCHAND BLANC	Client	NEO	36	6	5	17	6	1	0	0	0	0	1	34
13142	GAUTHIER	Client	NEO	15	3	3	6	2	1	0	0	0	0	0	92
13143	CHARLES ET ASSOCIES	Prospect	Kami	9	3	2	2	1	0	1	0	0	0	0	57
13144	BONNET	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	75
13145	MEYER	Client	NEO	6	2	2	0	0	0	0	0	1	1	0	75
13146	GIRAUD	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	75
13147	LECLERC, CARON, BLANC & ASSOCIES	Client	NEO	23	4	4	11	3	1	0	0	0	0	0	31
13148	SELARL BLANCHARD SANCHEZ NGUYEN ROBIN	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	92
13149	LEFEVRE LEGAL	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	67
13150	HENRY , SIMON	Prospect	AvocatOnline	18	4	3	8	2	1	0	0	0	0	0	92
13151	SIMON	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	66
13152	MICHEL Pierre	Client	ADAPPS	16	3	3	6	3	1	0	0	0	0	0	76
13153	SCP MOREAU BONNET JEAN ANDRE	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	94
13154	MERCIER ET ROBIN	Prospect	AvocatOnline	7	2	2	1	0	0	2	0	0	0	0	94
13155	PHILIPPE LEGAL (13003)	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	70
13156	LECOMTE	Prospect	AvocatOnline	24	4	4	10	4	1	0	0	0	0	1	38
13157	GIRAUD AVOCATS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13158	CLEMENT, CHEVALIER, MAURY PARTNERS	Prospect	AvocatOnline	30	6	5	11	5	2	0	1	0	0	0	06
13159	ALEXANDRE, ROY, COLIN PARTNERS	Prospect	AvocatOnline	5	2	1	2	0	0	0	0	0	0	0	66
13160	RENAUD IMMOBILIER MEAUX	Client	NEO	13	3	2	5	2	1	0	0	0	0	0	33
13161	LEFEBVRE	Prospect	PolyOffice	7	2	2	2	0	0	0	1	0	0	0	92
13162	PIERRE , ANDRE	Prospect	Clématis	5	2	3	0	0	0	0	0	0	0	0	75
13163	HENRY	Prospect	Clématis	6	2	2	0	0	0	0	1	1	0	0	75
13164	JOLY , MICHEL	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	86
13165	FOURNIER ET LEFEVRE	Client	AIR	6	2	1	1	0	0	0	2	0	0	0	59
13166	CABINET SANCHEZ BRUNET RENARD SCHMITT	Prospect	Kami	9	3	2	3	1	0	0	0	0	0	0	44
13167	LEROUX PENAL (13003)	Client	AIR	21	4	4	4	6	1	1	1	0	0	0	75
13168	GAUTIER André	Client	AIR	7	2	2	1	0	0	0	0	2	0	0	92
13169	MULLER & ASSOCIES	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
13170	CABINET MATHIEU BLANCHARD	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	69
13171	SCHMITT ET CLEMENT	Prospect	AvocatOnline	10	3	2	3	1	0	0	0	0	1	0	74
13172	THOMAS & PIERRE	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
13173	DURAND , ROGER	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	60
13174	DURAND Laurent	Client	AIR	8	2	2	3	1	0	0	0	0	0	0	75
13175	SIMON CONSEILS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	68
13176	JACQUES , DENIS	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	59
13177	BLANC , MULLER	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	92
13178	JEAN FAMILLE (13007)	Client	NEO	9	2	2	3	1	0	1	0	0	0	0	69
13179	LEMAIRE ET DUBOIS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
13180	GAUTHIER, DUMAS, NGUYEN ET ASSOCIES	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	35
13181	ROBIN SELARL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	31
13182	CABINET LEROUX MASSON FABRE FAURE	Prospect	Kléos	11	3	2	3	2	0	0	0	0	1	0	40
13183	CASTEL, RICHARD, MERCIER & ASSOCIES	Client	NEO	3	2	0	1	0	0	0	0	0	0	0	93
13184	GUERIN	Prospect	Clématis	1	1	0	0	0	0	0	0	0	0	0	76
13185	CABINET BENOIT JOLY	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	94
13186	LOUIS EXPERTISE	Prospect	Kléos	4	2	2	0	0	0	0	0	0	0	0	38
13187	DENIS	Client	ADAPPS	11	3	2	3	2	0	0	0	0	1	0	92
13188	BERTRAND	Client	NEO	3	2	0	1	0	0	0	0	0	0	0	01
13189	LEROY DROIT MONTPELLIER	Prospect	AvocatOnline	16	4	3	6	2	0	0	0	1	0	0	83
13190	GERARD François	Prospect	Clématis	8	2	2	2	1	1	0	0	0	0	0	13
13191	CABINET LAMBERT MASSON LEBRUN LEFEBVRE	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	92
13192	DUBOIS EXPERTISE BELFORT	Client	NEO	6	2	2	0	0	0	1	1	0	0	0	92
13193	MAURY Daniel	Prospect	Kami	10	3	2	3	2	0	0	0	0	0	0	54
13194	FABRE JURISTES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	93
13195	DUVAL Christian	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	93
13196	NGUYEN ET MATHIEU	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	75
13197	MORIN PENAL LYON	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	13
13198	MAURY LAW FIRM	Prospect	PolyOffice	4	2	2	0	0	0	0	0	0	0	0	67
13199	SELARL CLEMENT SIMON LEFEBVRE MOREL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	93
13200	JEAN	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
13201	PERRIN - CLEMENT	Client	ADAPPS	39	7	6	15	7	2	1	1	0	0	0	49
13202	ROGER & LAMBERT	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	75
13203	MULLER	Prospect	Kléos	7	2	2	1	0	0	1	0	0	1	0	57
13204	SELARL LEMAIRE PAYET SANCHEZ	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	75
13205	MARCHAND ET ASSOCIES	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	35
13206	DUPONT FISCAL CHATEAUROUX	Client	NEO	4	2	0	0	2	0	0	0	0	0	0	13
13207	FONTAINE, COLIN, LEROY PARTNERS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13208	CABINET DURAND FRANCOIS JOLY	Client	NEO	22	4	4	4	7	1	1	0	0	0	1	75
13209	ROY AFFAIRES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	37
13210	SCP DUVAL DENIS SANCHEZ GUERIN	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13211	CARON	Client	NEO	18	4	3	6	3	1	0	0	1	0	0	69
13212	LEROY, BLANC, MAURY PARTNERS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	59
13213	SCP MARTINEZ DURAND	Client	NEO	6	2	2	0	0	0	0	0	1	1	0	74
13214	FOURNIER, MARCHAND, LEMAIRE & ASSOCIES	Client	AIR	6	2	1	2	1	0	0	0	0	0	0	83
13215	SANCHEZ PARTNERS	Client	NEO	10	3	2	2	2	0	0	0	1	0	0	31
13216	CABINET FONTAINE CHARLES GAUTIER MOREAU	Prospect	Clématis	13	3	2	3	4	1	0	0	0	0	0	07
13217	SIMON	Client	NEO	25	5	5	5	7	1	0	1	0	1	0	69
13218	JOLY	Prospect	PolyOffice	6	2	1	1	0	0	2	0	0	0	0	59
13219	PETIT, BERTRAND, PIERRE ET ASSOCIES	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13220	CLEMENT DROIT VERSAILLES	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	26
13221	MEYER SCP	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	57
13222	LOUIS Christine	Prospect	AvocatOnline	6	2	1	0	1	0	0	0	0	2	0	57
13223	PAYET & MEUNIER	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
13224	SCP SCHMITT PETIT BRUNET PERRIN	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	59
13225	BLANCHARD, MARTINEZ, ROUX ET ASSOCIES	Client	NEO	9	2	2	3	2	0	0	0	0	0	0	75
13226	SELARL PEREZ JOLY DUVAL CARON	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	61
13227	MULLER, RENAUD, LEBRUN PARTNERS	Client	NEO	5	2	1	2	0	0	0	0	0	0	0	50
13228	FABRE Christine	Prospect	AvocatOnline	49	8	8	22	7	2	0	0	1	0	1	37
13229	LEFEBVRE ET MICHEL	Prospect	AvocatOnline	9	2	2	1	1	0	0	2	1	0	0	13
13230	ROGER	Client	AIR	12	3	2	4	2	0	0	1	0	0	0	37
13232	SCP ROUX NGUYEN MOREAU	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
13233	JACQUES CABINET	Client	AIR	8	2	2	1	1	0	0	2	0	0	0	94
13234	GIRARD - GAUTHIER	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	47
13235	FONTAINE	Prospect	Kléos	3	2	1	0	0	0	0	0	0	0	0	94
13236	MICHEL JURIDIQUE	Client	ADAPPS	7	2	2	1	0	0	0	2	0	0	0	58
13237	ROY	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	35
13238	GIRARD & FRANCOIS	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	94
13239	CLEMENT COMMERCIAL VERDUN	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	95
13240	BERTRAND	Client	NEO	6	2	1	2	1	0	0	0	0	0	0	75
13241	ROGER, SCHMITT, LAMBERT & ASSOCIES	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	66
13242	DUVAL Christine	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	10
13243	BERNARD, CASTEL, MASSON PARTNERS	Client	NEO	17	4	3	5	3	1	1	0	0	0	0	47
13244	GAUTHIER Laurence	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	74
13245	JEAN , LAMBERT	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
13246	ROUX CIVIL NANTERRE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
13247	BENOIT	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	13
13248	GERARD ET MARIE	Prospect	Kléos	3	2	1	0	0	0	0	0	0	0	0	94
13249	DAVID PENAL BORDEAUX	Client	NEO	8	2	2	1	0	0	1	1	1	0	0	75
13250	LEROY EXPERTISE	Client	AIR	9	3	2	2	1	0	0	1	0	0	0	13
